序号,提交答卷时间,所用时间,来源,来自IP,1、您的年龄：,2、性别：,3、月收入:,4、职业：,5、学历：,6、居住地：,7、您的籍贯是否为湖南地区：,8、您是否线下观看过浏阳烟花,9、您认为传承浏阳烟花重要性：,10、您对浏阳烟花是否感兴趣：,11、您对于浏阳烟花是否了解：,12、您更喜欢哪一类浏阳烟花产品,13、您更喜欢哪种浏阳烟花演出形式,14、您对浏阳烟花的满意程度—造型,14、色彩,14、节奏,14、配乐,14、创意,14、主题,14、观赏环境,14、燃放效果,14、欣赏难度,14、宣传工作,14、价格,14、安全隐患,14、环保指标,15、您主要是通过哪些途径接触和了解到浏阳烟花的？(线下节庆现场观赏),15、(电视烟花晚会/直播),15、(短视频),15、(亲友同事分享),15、(线下/电商购买烟花),15、(新闻媒体报道),15、(文旅宣传/景区推荐),15、(其他（请注明）),15、(从未了解过),16、您认为浏阳烟花与哪些形式结合更利于它的传承与发展(文旅融合（烟花观赏＋景区游览）),16、(节庆赛事（烟花晚会＋特色节庆）),16、(数字传播（短视频＋直播实景）),16、(非遗科普（研学体验+文化讲解）),16、(文创开发（烟花周边＋文创产品）),16、(科技赋能（智能烟花+特效研发）),16、(跨界合作（影视综艺+品牌联名）),16、(其他（自填）),17、请选择符合您实际情况的选项—欣赏浏阳烟花非遗展演是文化素养的体现,17、观看浏阳烟花创意秀会给您带来愉悦体验,17、了解浏阳烟花会让您收获传统文化认知,17、参与浏阳烟花活动能助力其非遗传承与产业发展,18、请选择符合您实际情况的选项—家中长辈参与浏阳烟花非遗活动，会带动您参与,18、亲朋好友推荐浏阳烟花活动，会促使您一同参与,18、媒体对浏阳烟花的宣传，会吸引您关注相关活动,18、明星/博主推广浏阳烟花，会提升您的参与兴趣,19、请选择符合您实际情的选项—您有时间参与浏阳烟花非遗相关活动,19、您能承担浏阳烟花展演门票、文创产品的费用,19、您具备欣赏浏阳烟花非遗艺术特色的审美能力,20、请根据您的实际情况，选择最符合您态度的选项：—您愿意了解浏阳烟花的相关知识,20、您愿意参与免费的浏阳烟花相关活动,20、您愿意参与付费的浏阳烟花相关活动,20、您愿意对浏阳烟花进行宣传,21、在过去一年中，您参与以下浏阳烟花相关活动的频率为—现场观看浏阳烟花节、主题烟花秀或大型烟花无人机表演,21、通过短视频、直播平台观看浏阳烟花相关内容,21、关注与浏阳烟花相关的官方账号、媒体报道或纪录片,21、参观浏阳烟花博物馆、非遗工坊或生产展示基地,21、参与浏阳烟花主题的文旅活动、研学项目或文化节,21、购买或收藏浏阳烟花主题文创产品或纪念品,22、您可以接受一年内在浏阳烟花相关文化活动或产品上的支出为：,23、本题请选D,所用时间_数值
297,2026/2/24 21:04:02,127秒,微信,121.236.72.194(江苏-苏州),3,2,2,2,1,8,1,1,3,4,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,3,1,2,3,5,3,4,2,1,2,2,2,2,1,2,2,2,2,2,2,3,4,127
298,2026/2/24 21:04:13,158秒,微信,115.222.157.175(浙江-温州),2,1,2,3,4,6,1,2,5,3,5.0,5.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,1,1,1,1,1,1,3,4,158
299,2026/2/24 21:04:25,218秒,微信,117.92.185.155(江苏-连云港),4,1,4,3,5,9,1,2,3,4,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,4,3,3,4,2,2,2,1,1,1,1,4,4,4,4,4,3,4,4,5,4,5,4,218
300,2026/2/24 21:04:37,136秒,微信,120.37.212.6(福建-莆田),4,1,3,3,4,3,1,2,3,4,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,2,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,2,3,4,4,136
301,2026/2/24 21:05:03,194秒,微信,117.80.152.30(江苏-苏州),2,2,1,2,4,6,1,2,3,3,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,3,3,3,3,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,2,2,4,4,194
302,2026/2/24 21:05:26,177秒,微信,183.142.255.103(浙江-湖州),3,2,2,2,2,9,1,1,5,5,5.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,5,5,5,3,4,4,1,4,5,5,5,4,4,4,4,2,2,2,1,2,2,3,4,177
303,2026/2/24 21:05:54,216秒,微信,121.224.32.225(江苏-苏州),2,1,4,2,4,3,1,1,4,3,4.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,3,4,3,3,2,2,2,2,3,4,3,2,2,3,2,3,4,2,4,3,3,1,4,216
304,2026/2/24 21:06:19,177秒,微信,117.69.37.167(安徽-淮南),3,1,2,2,4,2,1,1,4,4,5.0,3.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,5,5,5,5,4,3,3,4,3,5,4,3,3,3,3,4,5,5,4,4,4,1,4,177
306,2026/2/24 21:07:01,217秒,微信,111.177.73.134(湖北-襄阳),2,2,3,2,4,9,2,1,5,5,4.0,5.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5,5,5,5,4,4,4,4,4,4,4,3,2,3,3,4,4,4,5,3,4,5,4,217
308,2026/2/24 21:07:50,192秒,微信,106.119.251.46(河北-唐山),2,1,2,2,4,2,1,1,3,3,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3,1,4,3,3,3,1,3,4,3,5,1,2,2,1,5,5,4,5,5,5,1,4,192
309,2026/2/24 21:08:16,212秒,微信,180.127.50.11(江苏-连云港),2,1,3,4,3,2,1,2,5,5,4.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,4,5,4,5,3,3,3,3,5,5,5,5,4,4,5,5,5,5,5,4,5,1,4,212
310,2026/2/24 21:08:38,194秒,微信,140.237.48.179(福建-莆田),4,1,3,3,3,2,1,1,3,3,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,4,3,4,4,4,4,3,4,1,4,1,3,2,3,3,4,4,4,4,5,4,4,4,194
311,2026/2/24 21:09:04,163秒,微信,121.238.222.96(江苏-苏州),4,1,2,2,5,9,1,1,4,3,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,4,4,3,4,4,4,4,1,5,5,5,4,4,5,3,3,3,3,3,3,3,2,4,163
312,2026/2/24 21:09:17,183秒,微信,180.125.170.110(江苏-盐城),3,2,2,2,3,3,1,1,4,4,5.0,3.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,2,2,2,3,4,4,5,2,4,4,4,4,4,1,4,3,3,4,3,3,3,2,4,183
313,2026/2/24 21:09:39,184秒,微信,115.230.129.101(浙江-嘉兴),4,1,4,3,4,6,1,2,3,3,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,3,2,3,3,5,5,3,5,3,3,1,3,2,5,3,3,3,3,3,3,3,2,4,184
314,2026/2/24 21:10:08,210秒,微信,115.239.38.96(浙江-嘉兴),3,2,3,2,2,7,1,1,4,5,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,4,3,4,4,1,2,1,1,3,2,2,3,3,3,2,4,4,3,5,5,4,1,4,210
315,2026/2/24 21:10:39,207秒,微信,123.187.209.181(辽宁-辽阳),4,1,2,1,4,7,1,2,5,4,5.0,5.0,2.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,5,4,5,5,5,5,5,4,5,4,5,5,4,5,3,3,3,3,4,3,3,2,4,207
316,2026/2/24 21:11:03,159秒,微信,114.102.118.131(安徽-马鞍山),2,2,1,3,1,3,1,1,5,5,5.0,5.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,4,4,3,4,4,4,1,4,5,5,4,4,4,5,5,5,5,3,5,5,5,1,4,159
317,2026/2/24 21:11:29,186秒,微信,114.232.204.246(江苏-南通),2,2,2,2,1,9,2,1,5,3,5.0,4.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,5,5,5,5,5,5,5,5,3,3,3,5,5,5,4,3,3,3,5,3,3,3,4,186
318,2026/2/24 21:11:55,176秒,微信,42.180.115.47(辽宁-鞍山),4,1,2,2,3,9,2,1,5,5,4.0,5.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5,5,5,5,5,5,5,4,3,2,3,3,3,4,5,5,5,5,5,5,5,1,4,176
319,2026/2/24 21:12:13,159秒,微信,60.169.115.149(安徽-芜湖),2,1,2,3,3,9,1,1,3,4,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5,5,5,4,5,4,5,5,5,5,5,5,1,4,5,5,4,5,4,5,2,1,4,159
320,2026/2/24 21:12:23,129秒,微信,14.104.23.235(重庆-重庆),3,2,1,4,4,2,1,2,2,2,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,5,5,5,5,2,1,3,2,1,1,2,1,4,1,1,2,2,3,2,2,2,2,4,129
321,2026/2/24 21:12:47,201秒,微信,42.84.76.181(辽宁-大连),3,2,4,2,4,4,1,2,3,3,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,4,4,4,5,3,5,3,3,2,2,2,2,2,2,2,4,4,2,5,3,5,2,4,201
322,2026/2/24 21:13:20,172秒,微信,123.169.106.211(山东-淄博),3,1,1,2,4,2,1,1,4,4,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1,3,2,4,4,4,3,4,3,5,5,4,5,5,4,3,4,4,4,4,1,4,172
323,2026/2/24 21:16:15,198秒,微信,123.182.208.109(河北-邯郸),3,1,1,3,3,7,1,2,2,3,2.0,2.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,4,4,4,4,2,2,3,2,4,4,4,4,4,4,5,3,3,3,3,3,3,2,4,198
324,2026/2/24 21:16:24,166秒,微信,113.14.132.128(广西-桂林),4,1,1,2,4,2,1,1,4,4,4.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,4,4,3,4,4,3,4,5,3,3,3,5,4,5,4,2,2,3,5,2,2,2,4,166
325,2026/2/24 21:16:48,128秒,微信,27.158.125.100(福建-三明),2,2,3,2,4,2,1,1,4,4,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,5,5,5,5,4,4,3,5,4,4,4,5,4,4,3,5,5,4,5,5,5,2,4,128
326,2026/2/24 21:17:13,195秒,微信,59.60.210.86(福建-三明),3,2,2,2,1,1,1,1,5,4,5.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,3,4,2,3,4,4,5,4,2,3,1,4,4,4,4,3,4,3,3,2,3,1,4,195
328,2026/2/24 21:17:59,127秒,微信,118.255.158.108(湖南-郴州),2,1,1,2,4,2,1,1,5,5,5.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,4,3,4,5,5,5,5,4,3,3,2,5,5,5,5,2,2,2,2,2,2,3,4,127
329,2026/2/24 21:18:19,186秒,微信,42.179.216.31(辽宁-鞍山),4,2,2,2,4,3,2,1,4,4,4.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,4,5,5,5,4,4,4,3,4,4,4,5,5,5,5,4,5,4,5,4,5,1,4,186
330,2026/2/24 21:18:48,140秒,微信,117.69.36.236(安徽-淮南),2,1,4,2,3,9,1,2,4,4,4.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,4,2,4,4,4,4,4,3,5,5,5,5,5,5,4,4,4,3,4,4,4,2,4,140
332,2026/2/24 21:19:36,146秒,微信,125.109.25.209(浙江-温州),2,1,4,2,4,2,1,2,3,3,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,3,1,1,3,2,2,2,2,3,3,3,3,3,3,3,3,4,5,3,3,2,3,4,146
333,2026/2/24 21:20:05,155秒,微信,124.231.69.182(湖南-郴州),2,2,3,2,4,9,1,1,2,3,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,3,4,1,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,4,155
334,2026/2/24 21:20:30,131秒,微信,42.203.36.28(辽宁-鞍山),3,1,2,2,4,9,1,1,3,3,3.0,3.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,2,3,3,2,3,3,3,3,4,4,4,3,3,3,3,5,5,4,4,5,5,2,4,131
335,2026/2/24 21:21:00,141秒,微信,117.57.119.97(安徽-淮北),2,2,2,1,4,2,2,1,2,4,2.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,2,2,2,2,3,4,2,2,4,5,4,2,2,1,2,2,2,2,1,2,2,1,4,141
336,2026/2/24 21:21:32,149秒,微信,183.143.95.79(浙江-湖州),2,1,2,2,4,9,1,1,2,2,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,3,2,5,3,2,2,1,2,1,1,1,2,2,2,2,1,1,1,4,4,1,1,4,149
337,2026/2/24 21:21:53,171秒,微信,117.86.136.28(江苏-南通),3,1,4,2,4,2,1,1,3,3,3.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,2,3,2,2,2,2,1,2,3,3,3,2,2,2,2,1,1,3,2,1,1,2,4,171
339,2026/2/24 21:22:29,134秒,微信,118.255.198.231(湖南-郴州),3,2,3,2,2,9,1,1,4,4,5.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,2,1,5,5,5,5,4,4,3,2,2,2,2,4,4,4,5,4,4,1,4,134
340,2026/2/24 21:22:37,185秒,微信,140.250.147.170(山东-济南),2,1,1,2,4,5,1,1,3,2,3.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,4,4,4,3,2,1,3,1,2,2,1,4,4,3,2,4,5,5,3,4,4,2,4,185
341,2026/2/24 21:22:48,219秒,微信,180.107.177.176(江苏-苏州),2,2,1,2,4,5,1,2,2,2,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,2,2,1,2,2,2,2,2,2,2,4,2,1,2,2,2,4,2,2,3,2,1,4,219
342,2026/2/24 21:22:59,193秒,微信,120.39.142.138(福建-宁德),3,2,2,2,3,6,1,1,4,4,3.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,3,3,4,2,4,4,4,4,4,3,4,5,2,5,5,3,2,4,3,3,3,3,4,193
343,2026/2/24 21:23:29,148秒,微信,115.226.229.186(浙江-丽水),4,1,2,2,4,2,1,1,3,4,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,1,1,1,1,2,4,3,2,2,2,2,1,2,1,1,2,2,3,4,148
345,2026/2/24 21:24:28,138秒,微信,117.30.223.203(福建-厦门),1,2,2,2,4,2,1,1,2,2,2.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,4,4,4,4,3,3,3,3,4,4,4,3,3,4,3,3,3,3,3,4,2,4,4,138
346,2026/2/24 21:24:54,140秒,微信,117.84.168.110(江苏-无锡),2,2,4,2,3,1,1,1,4,3,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,4,5,4,4,4,4,4,4,5,5,5,1,1,1,1,5,4,5,5,5,4,1,4,140
347,2026/2/24 21:25:23,220秒,微信,113.76.234.109(广东-珠海),2,2,2,2,3,7,1,2,3,3,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,1,2,1,3,1,1,2,1,3,3,3,3,3,2,2,1,1,2,2,3,4,220
348,2026/2/24 21:25:43,220秒,微信,121.234.104.250(江苏-盐城),3,1,4,2,2,1,2,1,2,3,2.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,5,4,5,5,5,5,4,5,4,2,4,3,4,3,2,4,4,4,4,4,4,2,4,220
349,2026/2/24 21:26:00,227秒,微信,218.6.99.144(福建-宁德),2,1,1,2,1,9,1,2,3,3,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,227
351,2026/2/24 21:26:55,127秒,微信,218.71.36.213(浙江-温州),2,2,3,2,4,5,2,1,4,3,5.0,3.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,5,5,5,5,1,2,1,1,4,4,4,2,1,2,2,5,2,3,5,5,5,1,4,127
352,2026/2/24 21:27:09,160秒,微信,183.7.107.187(广东-汕头),3,1,4,3,3,2,1,1,3,3,3.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,2,2,2,2,3,2,3,4,2,2,2,3,4,3,3,3,5,3,2,3,3,2,4,160
353,2026/2/24 21:27:33,134秒,微信,220.190.61.231(浙江-温州),2,1,1,2,4,1,1,1,4,4,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,5,4,4,5,2,3,2,2,4,4,4,5,5,4,5,3,3,3,3,3,3,2,4,134
354,2026/2/24 21:28:03,131秒,微信,116.22.51.222(广东-广州),3,1,2,2,3,9,1,2,5,4,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,4,4,4,5,4,4,4,3,5,5,5,3,3,2,3,5,3,5,4,4,4,5,4,131
355,2026/2/24 21:28:29,218秒,微信,115.207.240.115(浙江-湖州),3,2,1,2,4,2,1,1,4,4,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,4,4,4,4,5,5,4,5,4,4,4,3,3,3,3,5,4,5,5,5,5,1,4,218
356,2026/2/24 21:28:57,180秒,微信,110.84.201.245(福建-福州),2,2,1,2,4,2,1,1,3,3,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,3,3,3,3,2,3,2,3,3,3,5,3,3,3,4,2,2,3,1,2,2,4,4,180
357,2026/2/24 21:29:37,185秒,微信,118.255.159.186(湖南-郴州),2,1,2,1,4,6,2,1,4,4,4.0,5.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,3,3,3,3,5,5,4,5,4,4,4,3,3,3,3,4,4,4,3,4,5,1,4,185
358,2026/2/24 21:29:46,140秒,微信,182.204.181.242(辽宁-锦州),3,2,3,3,1,2,1,1,3,3,4.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,3,2,3,4,3,3,3,3,3,3,5,3,1,3,3,1,4,3,3,3,4,140
359,2026/2/24 21:29:54,184秒,微信,183.141.190.136(浙江-嘉兴),3,1,3,2,1,1,1,2,4,4,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,3,4,4,2,4,4,4,2,4,4,3,4,5,4,4,5,5,5,5,5,4,3,4,184
360,2026/2/24 21:30:13,230秒,微信,42.179.219.162(辽宁-鞍山),3,1,2,2,3,5,2,2,4,4,4.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,4,4,4,5,3,3,3,3,2,4,3,3,4,3,3,4,4,4,4,4,4,4,4,230
362,2026/2/24 21:30:51,171秒,微信,123.182.59.241(河北-张家口),3,1,3,2,3,9,1,1,4,5,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,5,3,5,5,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,5,2,4,171
364,2026/2/24 21:31:41,232秒,微信,42.179.218.235(辽宁-鞍山),3,2,1,2,4,3,2,2,3,3,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,5,5,5,4,1,1,2,2,1,2,1,2,3,1,2,2,2,1,2,2,1,2,4,232
365,2026/2/24 21:32:10,129秒,微信,113.226.107.96(辽宁-大连),2,2,3,2,5,2,1,1,4,4,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,4,5,4,3,3,3,3,4,4,5,5,5,5,3,4,4,3,5,4,3,4,4,129
366,2026/2/24 21:32:20,220秒,微信,119.113.204.16(辽宁-大连),4,1,2,2,3,6,1,2,1,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3,2,3,3,1,1,1,3,1,4,3,3,3,3,4,2,3,1,4,220
367,2026/2/24 21:32:45,128秒,微信,114.96.168.160(安徽-淮北),3,2,1,1,3,5,2,1,2,2,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,3,2,5,5,5,5,1,1,1,3,3,3,3,2,2,2,2,4,2,2,4,128
